plastid;plastname;wellid;wellname
1870;ВТ79+77;1014684;24300Б
1870;ВТ79+77;1014683;8476
1870;ВТ79+77;1014682;87227
1870;ВТ79+77;1014486;23184Б
1870;ВТ79+77;1014485;41140В
1870;ВТ79+77;1014484;9809
1870;ВТ79+77;1014475;21841
1870;ВТ79+77;1014474;83086
1870;ВТ79+77;1014464;74233В
1870;ВТ79+77;1014460;66922
1870;ВТ79+77;1014459;69464Р
1870;ВТ79+77;1014447;36557
1870;ВТ79+77;1014426;51458
2184;ВТ7;1014674;20721К
2184;ВТ7;1014592;58777
2182;ВТ5+Y;1014674;20721К
1870;ВТ79+77;1014679;67766
1870;ВТ79+77;1014678;28131
1870;ВТ79+77;1014674;20721К
1870;ВТ79+77;1014673;4005Б
1870;ВТ79+77;1014592;58777
1870;ВТ79+77;1014450;46018В
1870;ВТ79+77;1014449;54659Р
1870;ВТ79+77;1014448;3673В
1870;ВТ79+77;1014442;3014
1870;ВТ79+77;1014441;47416
1870;ВТ79+77;1014440;44099
1870;ВТ79+77;1014425;59560
1870;ВТ79+77;1014424;42957Б
1870;ВТ79+77;1014423;48332Р
1870;ВТ79+77;1014422;11776
1870;ВТ79+77;1014416;30686
2184;ВТ7;1014815;68449
2184;ВТ7;1014439;924
2184;ВТ7;1014438;58584К
2184;ВТ7;1014418;67273
1870;ВТ79+77;1015374;11270Р
1870;ВТ79+77;1014681;57346
1870;ВТ79+77;1014680;6742В
1870;ВТ79+77;1014677;77066
1870;ВТ79+77;1014676;11336
1870;ВТ79+77;1014457;59972
1870;ВТ79+77;1014446;47217К
1870;ВТ79+77;1014445;76233К
1870;ВТ79+77;1014444;46219
1870;ВТ79+77;1014439;924
1870;ВТ79+77;1014421;58334
1870;ВТ79+77;1014420;86377
1870;ВТ79+77;1014419;31857
1870;ВТ79+77;1014413;42491Р
2184;ВТ7;1014166;13331Р
2182;ВТ5+Y;1014900;46282
1870;ВТ79+77;1014899;30688
1870;ВТ79+77;1014670;77659
1870;ВТ79+77;1014669;4581Б
1870;ВТ79+77;1014436;43334
1870;ВТ79+77;1014245;25668Б
1870;ВТ79+77;1014166;13331Р
2176;ЯТ5;1014899;30688
1870;ВТ79+77;1014663;54595В
1870;ВТ79+77;1014662;53282Р
1870;ВТ79+77;1014653;88782
1870;ВТ79+77;1014408;75225К
1870;ВТ79+77;1014407;13922
1870;ВТ79+77;1014406;59839
1870;ВТ79+77;1014405;14283Б
1870;ВТ79+77;1014404;93732
1870;ВТ79+77;1014392;25039В
1870;ВТ79+77;1014391;1656Б
1870;ВТ79+77;1014381;80379Б
1870;ВТ79+77;1014380;37500
1870;ВТ79+77;1014379;62548
1870;ВТ79+77;1014378;10065К
1870;ВТ79+77;1014373;67748
1870;ВТ79+77;1014783;95501Р
1870;ВТ79+77;1014782;71021Р
1870;ВТ79+77;1014781;13531
2184;ВТ7;1014807;75294Б
2184;ВТ7;1014755;18256
2182;ВТ5+Y;1014807;75294Б
1870;ВТ79+77;1014595;42766
1870;ВТ79+77;1014072;9447
2184;ВТ7;1014239;71866В
2184;ВТ7;1014207;21919
2182;ВТ5+Y;1014206;67153
2182;ВТ5+Y;1014081;6409В
1870;ВТ79+77;1014205;52648
1870;ВТ79+77;1014083;34861
2176;ЯТ5;1014082;3559
2184;ВТ7;1014234;21325
2184;ВТ7;1014080;95824В
2182;ВТ5+Y;1014077;30766
1870;ВТ79+77;1014780;20692В
1870;ВТ79+77;1014079;79377
2176;ЯТ5;1014078;70319Р
1870;ВТ79+77;1014074;11165
1870;ВТ79+77;1014073;26387
2184;ВТ7;1014138;16677Б
1870;ВТ79+77;1014138;16677Б
2184;ВТ7;1012081;18721В
2184;ВТ7;1012057;20126Р
2182;ВТ5+Y;1012057;20126Р
1870;ВТ79+77;1012122;2488
1870;ВТ79+77;1012110;63727
1870;ВТ79+77;1012109;62575
1870;ВТ79+77;1012108;46829Р
1870;ВТ79+77;1012098;40933В
1870;ВТ79+77;1012097;63358
1870;ВТ79+77;1012089;76292
1870;ВТ79+77;1012081;18721В
1870;ВТ79+77;1012057;20126Р
2177;ЯТ7;1012080;9157
2184;ВТ7;1012020;87176Р
2184;ВТ7;1012019;853
2184;ВТ7;1012004;23654Р
1870;ВТ79+77;1012020;87176Р
1870;ВТ79+77;1012019;853
1870;ВТ79+77;1012018;35662
1870;ВТ79+77;1012011;39554
1870;ВТ79+77;1012004;23654Р
1870;ВТ79+77;1012002;46520
1870;ВТ79+77;1011933;15078К
1870;ВТ79+77;1011932;9132
2177;ЯТ7;1011936;90534К
2177;ЯТ7;1011935;18387Б
2177;ЯТ7;1011931;43851К
2177;ЯТ7;1011930;30445
2176;ЯТ5;1011934;25810
2184;ВТ7;1012223;58877
1870;ВТ79+77;1013976;59692
1870;ВТ79+77;1013974;63512
1870;ВТ79+77;1013973;10905
1870;ВТ79+77;1013949;11954Р
1870;ВТ79+77;1013948;8895К
1870;ВТ79+77;1013947;87551
1870;ВТ79+77;1012230;11816
1870;ВТ79+77;1012229;23316
1870;ВТ79+77;1012228;54393
1870;ВТ79+77;1012227;37770
1870;ВТ79+77;1012226;69627К
1870;ВТ79+77;1012224;33300Б
1870;ВТ79+77;1012125;91221
1870;ВТ79+77;1011815;59566
1870;ВТ79+77;1011807;26010Б
1870;ВТ79+77;1011806;87752Р
1870;ВТ79+77;1011796;49299
1870;ВТ79+77;1011795;9572
1870;ВТ79+77;1011789;32816Р
1870;ВТ79+77;1011788;94707Б
2184;ВТ7;1011870;32959В
2182;ВТ5+Y;1011873;14071
2182;ВТ5+Y;1011870;32959В
1870;ВТ79+77;1011873;14071
1870;ВТ79+77;1011871;12413Р
1870;ВТ79+77;1011870;32959В
1870;ВТ79+77;1011864;31509Б
2177;ЯТ7;1011852;70984В
2184;ВТ7;1011860;65218
2184;ВТ7;1011840;45507К
2182;ВТ5+Y;1011856;524Р
2182;ВТ5+Y;1011840;45507К
2182;ВТ5+Y;1011820;55734
2182;ВТ5+Y;1011218;79248К
1870;ВТ79+77;1011860;65218
1870;ВТ79+77;1011858;27807
1870;ВТ79+77;1011856;524Р
1870;ВТ79+77;1011841;73503Б
2176;ЯТ5;1011840;45507К
1757;РЛ;1011218;79248К
2184;ВТ7;1011854;11678
2184;ВТ7;1011853;45055В
2184;ВТ7;1011829;94160Р
2176;ЯТ5;1011821;27440
2184;ВТ7;1011855;72281Р
2184;ВТ7;1011845;42142
2184;ВТ7;1011762;64680
1870;ВТ79+77;1011847;29161В
1870;ВТ79+77;1011845;42142
2176;ЯТ5;1011861;60588Б
2176;ЯТ5;1011848;56209
2176;ЯТ5;1011846;65778
2184;ВТ7;1011740;56925Б
2184;ВТ7;1011732;89534Р
2184;ВТ7;1011722;86592К
2182;ВТ5+Y;1011718;7327В
1870;ВТ79+77;1011750;10546
1870;ВТ79+77;1011743;43776Б
1870;ВТ79+77;1011732;89534Р
1870;ВТ79+77;1011731;49207
1870;ВТ79+77;1011722;86592К
1870;ВТ79+77;1011718;7327В
2176;ЯТ5;1011749;41382Б
2176;ЯТ5;1011743;43776Б
2176;ЯТ5;1011742;42765
2176;ЯТ5;1011730;45818
2176;ЯТ5;1011721;50056
2176;ЯТ5;1011713;16357
1870;ВТ79+77;1011921;16787Р
1870;ВТ79+77;1011920;51606Б
1870;ВТ79+77;1011903;39819К
1870;ВТ79+77;1011902;21470
1870;ВТ79+77;1011901;62804Р
1870;ВТ79+77;1011900;96086Р
1870;ВТ79+77;1011893;82600
2176;ЯТ5;1011911;11887
1870;ВТ79+77;1011905;93350Р
1870;ВТ79+77;1011904;57486К
1870;ВТ79+77;1011894;44180
1870;ВТ79+77;1011892;36863
1870;ВТ79+77;1011884;15902
2184;ВТ7;1012092;13050Б
2182;ВТ5+Y;1012058;98281В
2182;ВТ5+Y;1011965;10148
1870;ВТ79+77;1012096;62715К
1870;ВТ79+77;1012095;54186
1870;ВТ79+77;1012094;498К
1870;ВТ79+77;1012093;19484
1870;ВТ79+77;1012092;13050Б
1870;ВТ79+77;1012083;8741Р
1870;ВТ79+77;1012072;93043В
1870;ВТ79+77;1012071;53744
1870;ВТ79+77;1012058;98281В
1870;ВТ79+77;1012053;39124В
1870;ВТ79+77;1012025;57550
1870;ВТ79+77;1012023;84109
1870;ВТ79+77;1012009;87686
1870;ВТ79+77;1011965;10148
2184;ВТ7;1012038;63445
2184;ВТ7;1012021;80195
2184;ВТ7;1012013;92373
2182;ВТ5+Y;1012091;7561В
2182;ВТ5+Y;1012090;47259Б
2182;ВТ5+Y;1012076;24715В
2182;ВТ5+Y;1012070;74422В
2182;ВТ5+Y;1012069;92740
2182;ВТ5+Y;1012067;21417
2182;ВТ5+Y;1012024;6883
2182;ВТ5+Y;1012013;92373
2182;ВТ5+Y;1012012;40149Б
1870;ВТ79+77;1012091;7561В
1870;ВТ79+77;1012090;47259Б
1870;ВТ79+77;1012082;18543К
1870;ВТ79+77;1012076;24715В
1870;ВТ79+77;1012070;74422В
1870;ВТ79+77;1012069;92740
1870;ВТ79+77;1012067;21417
1870;ВТ79+77;1012038;63445
1870;ВТ79+77;1012024;6883
1870;ВТ79+77;1012021;80195
1870;ВТ79+77;1012012;40149Б
1870;ВТ79+77;1012008;4303В
2176;ЯТ5;1012074;27735
2184;ВТ7;1012056;2378Р
2184;ВТ7;1012052;46571
2184;ВТ7;1012049;31104Б
2184;ВТ7;1012048;51409В
2184;ВТ7;1012037;45080
2184;ВТ7;1012036;50808К
1870;ВТ79+77;1012066;29701В
1870;ВТ79+77;1012065;94596
1870;ВТ79+77;1012056;2378Р
1870;ВТ79+77;1012054;46895
1870;ВТ79+77;1012052;46571
1870;ВТ79+77;1012049;31104Б
1870;ВТ79+77;1012037;45080
1870;ВТ79+77;1012036;50808К
1870;ВТ79+77;1012035;99911Р
1870;ВТ79+77;1011964;34923К
2176;ЯТ5;1012063;62552Р
2176;ЯТ5;1012051;4981
1870;ВТ79+77;1011879;7945
1870;ВТ79+77;1011878;58324
1870;ВТ79+77;1011869;732К
1870;ВТ79+77;1011868;26539
1870;ВТ79+77;1011865;52626К
1870;ВТ79+77;1011851;12787
1870;ВТ79+77;1013969;46052
1870;ВТ79+77;1013964;34218Б
2177;ЯТ7;1013970;95461
2177;ЯТ7;1013967;91492
2177;ЯТ7;1013958;99535
2177;ЯТ7;1013957;36555
2177;ЯТ7;1013945;7084В
2177;ЯТ7;1013944;97294
2177;ЯТ7;1013940;55259
2176;ЯТ5;1013970;95461
2176;ЯТ5;1013968;35933
2176;ЯТ5;1013967;91492
2176;ЯТ5;1013964;34218Б
2176;ЯТ5;1013963;57950
2176;ЯТ5;1013960;20175
2176;ЯТ5;1013959;43217
2176;ЯТ5;1013958;99535
2176;ЯТ5;1013957;36555
2176;ЯТ5;1013946;24325
2176;ЯТ5;1013945;7084В
2176;ЯТ5;1013944;97294
2176;ЯТ5;1013941;85048
1757;РЛ;1015500;80058К
1870;ВТ79+77;1013956;89506В
1870;ВТ79+77;1013942;51637
2176;ЯТ5;1013965;40167Б
2176;ЯТ5;1013962;89076К
2176;ЯТ5;1013956;89506В
2176;ЯТ5;1013955;41825Р
2176;ЯТ5;1013954;80510
2176;ЯТ5;1013953;80684
2176;ЯТ5;1013952;79734К
2176;ЯТ5;1013951;20696
2176;ЯТ5;1013943;59946
2176;ЯТ5;1013942;51637
1757;РЛ;1015496;40432
1870;ВТ79+77;1012007;37654
1870;ВТ79+77;1012006;90228К
1870;ВТ79+77;1011999;15710
1870;ВТ79+77;1011925;87958В
1870;ВТ79+77;1011924;13649
1870;ВТ79+77;1011923;3985
1870;ВТ79+77;1011922;73382
1870;ВТ79+77;1011910;21110
1870;ВТ79+77;1011909;27360Б
1870;ВТ79+77;1011908;73777
2184;ВТ7;1011882;62846
1870;ВТ79+77;1011881;34617К
1870;ВТ79+77;1011880;7670Р
1870;ВТ79+77;1011859;94070Р
1870;ВТ79+77;1011857;64148
1870;ВТ79+77;1014751;76071К
1870;ВТ79+77;1014612;18199В
1870;ВТ79+77;1014032;42643В
1870;ВТ79+77;1014031;71352Б
1870;ВТ79+77;1014028;23229Б
1870;ВТ79+77;1013978;4739
1870;ВТ79+77;1013977;19344К
2176;ЯТ5;1014030;17124
2176;ЯТ5;1014029;38842
1870;ВТ79+77;1009798;72642К
1870;ВТ79+77;1009797;78944
1870;ВТ79+77;1009795;7566
2176;ЯТ5;1009795;7566
2184;ВТ7;1014808;40464Б
2184;ВТ7;1011517;13644Б
2184;ВТ7;1011513;19686К
1870;ВТ79+77;1011517;13644Б
1870;ВТ79+77;1011513;19686К
2184;ВТ7;1011502;10230
2184;ВТ7;1011424;96903Б
2184;ВТ7;1011423;68003
2184;ВТ7;1011422;33788Р
2184;ВТ7;1011420;18433В
2184;ВТ7;1011409;9049
2184;ВТ7;1011394;78831Б
2184;ВТ7;1011388;19896
2184;ВТ7;1011380;95320В
2184;ВТ7;1011377;40983
2184;ВТ7;1011372;93205В
2184;ВТ7;1011340;59398
2184;ВТ7;1011242;66881Р
2182;ВТ5+Y;1011388;19896
1870;ВТ79+77;1011502;10230
1870;ВТ79+77;1011477;45062
1870;ВТ79+77;1011424;96903Б
1870;ВТ79+77;1011423;68003
1870;ВТ79+77;1011422;33788Р
1870;ВТ79+77;1011420;18433В
1870;ВТ79+77;1011409;9049
1870;ВТ79+77;1011394;78831Б
1870;ВТ79+77;1011388;19896
1870;ВТ79+77;1011380;95320В
1870;ВТ79+77;1011377;40983
1870;ВТ79+77;1011372;93205В
1870;ВТ79+77;1011332;1424Р
1870;ВТ79+77;1011242;66881Р
1870;ВТ79+77;1011238;84151В
1870;ВТ79+77;1011229;35414
1870;ВТ79+77;1011228;69516Б
1870;ВТ79+77;1011222;11755В
1870;ВТ79+77;1011216;92827В
1870;ВТ79+77;1011180;37990В
2177;ЯТ7;1011379;16755
2176;ЯТ5;1011222;11755В
2184;ВТ7;1011395;90554
2184;ВТ7;1011237;68358К
1870;ВТ79+77;1011395;90554
1870;ВТ79+77;1011237;68358К
2184;ВТ7;1011493;78678Б
2184;ВТ7;1011346;36187
2184;ВТ7;1011327;48736В
2182;ВТ5+Y;1011493;78678Б
2182;ВТ5+Y;1011346;36187
2182;ВТ5+Y;1011327;48736В
1870;ВТ79+77;1011346;36187
1870;ВТ79+77;1011327;48736В
1870;ВТ79+77;977755;31258В
1870;ВТ79+77;977555;3874
1870;ВТ79+77;977269;34140К
2176;ЯТ5;979995;28426
2176;ЯТ5;979993;98001Б
2176;ЯТ5;979351;37387В
2176;ЯТ5;979155;59666
2176;ЯТ5;977755;31258В
2176;ЯТ5;977671;59153
2176;ЯТ5;977555;3874
2176;ЯТ5;977235;65973К
2176;ЯТ5;944233;64828В
2176;ЯТ5;944223;17301К
2176;ЯТ5;944221;92535
2176;ЯТ5;944097;99031
2176;ЯТ5;944095;72566
2176;ЯТ5;944073;76820
2176;ЯТ5;944063;55240
1757;РЛ;944303;34358
1870;ВТ79+77;997915;75664В
2176;ЯТ5;997915;75664В
2176;ЯТ5;997875;41005В
1757;РЛ;997635;31220
1870;ВТ79+77;1004458;63530
1870;ВТ79+77;1004420;82336
1870;ВТ79+77;1014516;20429
1870;ВТ79+77;1014515;99383
1870;ВТ79+77;1014514;22680Б
1870;ВТ79+77;1014499;75965
1870;ВТ79+77;1014498;44577Б
1870;ВТ79+77;1014497;3922
1870;ВТ79+77;1014496;50791
1870;ВТ79+77;1014495;15615Б
1870;ВТ79+77;1014487;65721К
1870;ВТ79+77;1014478;34201В
1870;ВТ79+77;1014477;75317
2176;ЯТ5;1014702;98001Б
2184;ВТ7;1015287;49743Б
2182;ВТ5+Y;1015287;49743Б
2182;ВТ5+Y;1015157;71005
2182;ВТ5+Y;1015156;3218
1870;ВТ79+77;1015287;49743Б
1870;ВТ79+77;1015157;71005
1870;ВТ79+77;1015156;3218
2184;ВТ7;1015077;67029
2184;ВТ7;1014908;62495
2184;ВТ7;1014907;31627В
2184;ВТ7;1011362;11149
2182;ВТ5+Y;1015077;67029
2182;ВТ5+Y;1014907;31627В
2182;ВТ5+Y;1011362;11149
1870;ВТ79+77;1011362;11149
2184;ВТ7;985469;72069
2184;ВТ7;985468;78267К
2184;ВТ7;985462;44927
2182;ВТ5+Y;985469;72069
2177;ЯТ7;985469;72069
2177;ЯТ7;985468;78267К
2176;ЯТ5;985473;41201
2176;ЯТ5;985472;26370Б
2176;ЯТ5;985471;33746
2176;ЯТ5;985470;3233Р
2176;ЯТ5;985469;72069
2176;ЯТ5;985468;78267К
2176;ЯТ5;985467;3391
2176;ЯТ5;985466;47841
2176;ЯТ5;985465;54664
2176;ЯТ5;985463;98840Р
2176;ЯТ5;985421;34240
2176;ЯТ5;985420;45534К
2184;ВТ7;1015459;50688Б
2184;ВТ7;1015445;92598
2184;ВТ7;1015438;52763
2184;ВТ7;1011496;66420Б
2184;ВТ7;1011383;9923
2184;ВТ7;1011381;85897В
2184;ВТ7;1011378;94095Б
2184;ВТ7;1011370;70099
2184;ВТ7;1011335;70367
2184;ВТ7;1011315;95979К
2184;ВТ7;1011306;49802
2184;ВТ7;1011303;6302Р
2182;ВТ5+Y;1011496;66420Б
2182;ВТ5+Y;1011491;53667Б
2182;ВТ5+Y;1011469;87459
2182;ВТ5+Y;1011193;34995К
1870;ВТ79+77;1015445;92598
1870;ВТ79+77;1015438;52763
1870;ВТ79+77;1011507;72910В
1870;ВТ79+77;1011383;9923
1870;ВТ79+77;1011381;85897В
1870;ВТ79+77;1011378;94095Б
1870;ВТ79+77;1011376;43855
1870;ВТ79+77;1011370;70099
1870;ВТ79+77;1011315;95979К
1870;ВТ79+77;1011306;49802
1870;ВТ79+77;1011304;5838
1870;ВТ79+77;1011298;10683Б
1870;ВТ79+77;1011241;12874
1870;ВТ79+77;1011214;31385Р
1870;ВТ79+77;1011210;69217
2176;ЯТ5;1015459;50688Б
2176;ЯТ5;1011303;6302Р
2176;ЯТ5;1011181;84982
1757;РЛ;1011497;63458
2184;ВТ7;999873;78053
1870;ВТ79+77;1000316;77322К
1870;ВТ79+77;999195;79706Р
1870;ВТ79+77;999155;34789
2177;ЯТ7;1000156;88864
2176;ЯТ5;1000436;98130К
2176;ЯТ5;1000274;78435Б
2176;ЯТ5;999875;51133
2176;ЯТ5;999555;14279
2176;ЯТ5;999471;69212Р
2184;ВТ7;995635;48670
2184;ВТ7;995355;68153
1870;ВТ79+77;995755;12192
2176;ЯТ5;997355;40968Б
2176;ЯТ5;997275;47701В
2176;ЯТ5;997235;24524
2176;ЯТ5;996871;54384
2176;ЯТ5;996869;43457
2176;ЯТ5;996515;13815Б
2176;ЯТ5;996475;10321
2176;ЯТ5;996395;60867Б
2176;ЯТ5;996393;65308
2176;ЯТ5;995635;48670
2176;ЯТ5;995315;80971
2176;ЯТ5;995235;80826
1870;ВТ79+77;996195;99242
1870;ВТ79+77;995155;18771
1870;ВТ79+77;995115;40946
2176;ЯТ5;996555;12091
2176;ЯТ5;996553;29479
2176;ЯТ5;996195;99242
2176;ЯТ5;995633;97305
2176;ЯТ5;995115;40946
2176;ЯТ5;994755;10906
1757;РЛ;994795;24340
1870;ВТ79+77;965871;44747
1870;ВТ79+77;965515;81011Р
1870;ВТ79+77;964633;79823Р
2176;ЯТ5;967155;79738
2176;ЯТ5;967153;83977
2176;ЯТ5;966995;59615
2176;ЯТ5;966915;16732В
2176;ЯТ5;966595;80978
2176;ЯТ5;966515;40810
2176;ЯТ5;966275;68620
2176;ЯТ5;965911;20437
2176;ЯТ5;965871;44747
2176;ЯТ5;965595;84426
2176;ЯТ5;964755;47023
2176;ЯТ5;964715;49118
2176;ЯТ5;964633;79823Р
2176;ЯТ5;964475;10179Б
2176;ЯТ5;963795;62872
2176;ЯТ5;963595;1626
2176;ЯТ5;963555;52853
2176;ЯТ5;963475;51766
2176;ЯТ5;962831;37265
2176;ЯТ5;962795;63552К
2176;ЯТ5;962635;60853
2184;ВТ7;963951;25994Р
2177;ЯТ7;965913;76674К
2176;ЯТ5;966235;32186Р
2176;ЯТ5;966035;1970
2176;ЯТ5;965913;76674К
2176;ЯТ5;965873;85903
2176;ЯТ5;965035;67034Р
2176;ЯТ5;964993;91876
2176;ЯТ5;964833;90753
2176;ЯТ5;963953;60526В
2176;ЯТ5;963915;9521
2176;ЯТ5;961475;68685
2176;ЯТ5;961355;96171
2176;ЯТ5;961261;25981
2176;ЯТ5;961113;97106
2176;ЯТ5;960915;99618
2176;ЯТ5;960833;12981К
2176;ЯТ5;960555;59734В
2176;ЯТ5;960433;4072
2176;ЯТ5;960395;21803
2176;ЯТ5;960315;41520К
2176;ЯТ5;960275;1227К
2176;ЯТ5;959675;70380Б
2176;ЯТ5;959555;83422В
2176;ЯТ5;959507;69329Р
2176;ЯТ5;959113;399К
2176;ЯТ5;958955;861
2176;ЯТ5;958833;32333
2176;ЯТ5;958675;55997
2176;ЯТ5;958593;39764Р
2177;ЯТ7;960947;73110К
2177;ЯТ7;960235;33111Б
2177;ЯТ7;960155;70152
2177;ЯТ7;960113;18448
2177;ЯТ7;959515;15153
2177;ЯТ7;959195;60997
2176;ЯТ5;960795;60116
2176;ЯТ5;960235;33111Б
2176;ЯТ5;959515;15153
2176;ЯТ5;959511;20393
2176;ЯТ5;959509;5368
2176;ЯТ5;959315;51231К
2176;ЯТ5;959155;25380Б
1757;РЛ;960715;58361
2176;ЯТ5;956566;54243Б
2176;ЯТ5;956560;49984
2176;ЯТ5;956550;66562
2176;ЯТ5;956518;21367В
2176;ЯТ5;956510;36702Б
2176;ЯТ5;956498;78903Б
2176;ЯТ5;956490;8765
2176;ЯТ5;956472;16667
2176;ЯТ5;956464;48172
2176;ЯТ5;956456;94594
2176;ЯТ5;956454;56246
2176;ЯТ5;956364;36618
2176;ЯТ5;956362;54190В
2176;ЯТ5;956354;51586
2176;ЯТ5;956342;69430
2176;ЯТ5;956312;96873
2176;ЯТ5;956302;96295
2176;ЯТ5;956296;3060Б
2176;ЯТ5;956270;70253
2176;ЯТ5;956268;53684
2176;ЯТ5;956250;28083К
2176;ЯТ5;956242;41921
2176;ЯТ5;956216;98871
2176;ЯТ5;956190;51958В
2176;ЯТ5;956184;64775Р
2176;ЯТ5;956182;71029В
2176;ЯТ5;956116;80735
2176;ЯТ5;956080;79336В
2176;ЯТ5;956066;19462
2176;ЯТ5;956028;38957
1757;РЛ;956310;39885
1870;ВТ79+77;955764;38229
1870;ВТ79+77;955582;34606В
2176;ЯТ5;955832;80424Б
2176;ЯТ5;955824;69028
2176;ЯТ5;955766;85703
2176;ЯТ5;955764;38229
2176;ЯТ5;955712;68106К
2176;ЯТ5;955704;89172Б
2176;ЯТ5;955690;53552Р
2176;ЯТ5;955678;1582
2176;ЯТ5;955662;71369
2176;ЯТ5;955656;13445
2176;ЯТ5;955648;52884Б
2176;ЯТ5;955602;34864
2176;ЯТ5;955596;82893К
2176;ЯТ5;955588;89086
2176;ЯТ5;955538;30455
2176;ЯТ5;955532;73889
2176;ЯТ5;955486;65690
2176;ЯТ5;955430;19885
1757;РЛ;955734;1584Б
1870;ВТ79+77;955562;91381
2176;ЯТ5;955572;81518
2176;ЯТ5;955562;91381
2176;ЯТ5;955548;53712Б
2176;ЯТ5;955420;83181К
2176;ЯТ5;955418;78173
2176;ЯТ5;955406;68183
2176;ЯТ5;955404;84277В
2176;ЯТ5;955350;47523К
2176;ЯТ5;955338;47052Б
2176;ЯТ5;955334;50125
2176;ЯТ5;955332;86002
2176;ЯТ5;955236;80677В
2176;ЯТ5;955226;22717В
2176;ЯТ5;955190;54314
2176;ЯТ5;955188;68376К
1757;РЛ;955494;53263В
2176;ЯТ5;954602;65665В
2176;ЯТ5;954584;3473
2176;ЯТ5;954578;53604Б
2176;ЯТ5;954562;37175
2176;ЯТ5;954540;92049
2176;ЯТ5;954534;43920Б
2176;ЯТ5;954516;24629
2176;ЯТ5;954506;77812
2176;ЯТ5;954478;9659Р
2176;ЯТ5;954470;81275
2176;ЯТ5;954452;36145В
2176;ЯТ5;954386;88604
2176;ЯТ5;954360;85680Б
2176;ЯТ5;954348;73849
2176;ЯТ5;954326;29869
2176;ЯТ5;954300;38350В
2176;ЯТ5;954282;8152
2176;ЯТ5;954262;94835Р
2176;ЯТ5;954218;2642
1757;РЛ;954444;88057В
1870;ВТ79+77;954382;53799
2177;ЯТ7;954396;62655
2177;ЯТ7;954390;52352
2176;ЯТ5;954546;61683
2176;ЯТ5;954500;66703
2176;ЯТ5;954484;93797
2176;ЯТ5;954468;24592
2176;ЯТ5;954454;60471Б
2176;ЯТ5;954446;95685
1757;РЛ;954400;46902К
2176;ЯТ5;954368;56342Р
2176;ЯТ5;954358;1483
2176;ЯТ5;954350;11222
2176;ЯТ5;954330;31558
2176;ЯТ5;954322;23150Р
2176;ЯТ5;954314;13281
2176;ЯТ5;954298;40442
2176;ЯТ5;954258;71232
2176;ЯТ5;954224;79675
2176;ЯТ5;954214;99902Р
2176;ЯТ5;954212;37841
1757;РЛ;954318;36175
2176;ЯТ5;953978;91573
2176;ЯТ5;953946;84655В
2176;ЯТ5;953920;88648
2176;ЯТ5;953840;4223Р
2176;ЯТ5;953834;8599
2176;ЯТ5;953808;9885К
2176;ЯТ5;953798;82274
2176;ЯТ5;953796;4858
2176;ЯТ5;953790;86570
2176;ЯТ5;953754;34804В
2176;ЯТ5;953744;79937
2176;ЯТ5;953728;10754
2176;ЯТ5;953696;18831К
2176;ЯТ5;953690;48512Р
2176;ЯТ5;953658;22185Б
2176;ЯТ5;953642;91993
2176;ЯТ5;953640;41402Р
2176;ЯТ5;953614;66717Б
1757;РЛ;953958;60397
2184;ВТ7;952014;64123
2176;ЯТ5;952310;93512Р
2176;ЯТ5;952308;27450Б
2176;ЯТ5;952304;97617К
2176;ЯТ5;952234;77053
2176;ЯТ5;952208;86308
2176;ЯТ5;952194;39133В
2176;ЯТ5;952148;44092В
2176;ЯТ5;952130;62337К
2176;ЯТ5;952116;20176
2176;ЯТ5;952094;79855
2176;ЯТ5;952090;51981
2176;ЯТ5;952088;47186
2176;ЯТ5;952038;83615
2176;ЯТ5;952026;39239
2176;ЯТ5;952014;64123
2176;ЯТ5;951986;1657В
2176;ЯТ5;951984;32867
1757;РЛ;952330;89452В
1757;РЛ;952072;82022
1870;ВТ79+77;952002;74094
1870;ВТ79+77;951992;69684
1870;ВТ79+77;951960;27486Б
1870;ВТ79+77;951900;55932
1870;ВТ79+77;951848;10637
2176;ЯТ5;952252;97107
2176;ЯТ5;952232;62170
2176;ЯТ5;952222;24578
2176;ЯТ5;952196;95496
2176;ЯТ5;952176;85145
2176;ЯТ5;952146;2025Б
2176;ЯТ5;952114;8093Р
2176;ЯТ5;952046;86396
2176;ЯТ5;952016;86554В
2176;ЯТ5;951998;73095
2176;ЯТ5;951980;3283
2176;ЯТ5;951926;85257Б
2176;ЯТ5;951890;29543
2176;ЯТ5;951884;13671Б
2176;ЯТ5;951866;64850
2176;ЯТ5;951862;70774
2176;ЯТ5;951844;72898
1757;РЛ;952242;54553
1757;РЛ;952024;44018
2176;ЯТ5;952128;92248
2176;ЯТ5;952080;82900В
2176;ЯТ5;952044;35627
2176;ЯТ5;951996;53100Б
2176;ЯТ5;951958;13515
2176;ЯТ5;951954;9968
2176;ЯТ5;951952;84411Б
2176;ЯТ5;951898;65160Б
2176;ЯТ5;951876;12218
2176;ЯТ5;951846;22652
2176;ЯТ5;951836;28160
2176;ЯТ5;951828;87733В
2176;ЯТ5;951824;88563К
2176;ЯТ5;951816;36089
2176;ЯТ5;951814;49865
2176;ЯТ5;951798;23618Р
2176;ЯТ5;951792;74195
2176;ЯТ5;951778;92859
2176;ЯТ5;951746;47153Р
2176;ЯТ5;951728;80812В
2176;ЯТ5;951716;57988В
1757;РЛ;952096;77015Р
